accession,Organism Name,GenBank/RefSeq,Submitters,Organization,Submitter Country,Release date,Isolate,Virus Lineage,Length,Nuc Completeness,Proteins/Segments,Segment,Is Vaccine Strain,Geographic Region,Geographic Location,Host,Host Lineage,Lab Host,Tissue/Specimen/Source,Collection Date,Sample Name,Annotated,SRA Accessions,Bioprojects,Biosample,Protein count,Gene count,Mature Peptide Count,definition,strain,isolation_source,create_date,update_date,assembly_name,authors,title,journal,pubmed_id,reference_count,comment
JQ431387.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431212.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431217.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431224.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431233.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431252.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431264.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431283.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431304.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431308.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431314.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431330.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431338.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431354.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431355.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431375.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431384.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431205.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431229.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431254.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431271.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431275.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431289.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431299.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431312.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431266.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431287.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431291.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431327.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431341.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431350.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431369.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431381.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429403.1,,GenBank,,,,2011-03-12,,[],1410,complete,,6,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429401.1,,GenBank,,,,2011-03-12,,[],1410,complete,,6,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431211.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431215.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431239.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431302.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431357.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JF429393.1,,GenBank,,,,2011-03-12,,[],1701,complete,,4,False,Europe,France,,[],,,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431216.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431237.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431274.1,,GenBank,,,,2012-09-15,,[],1410,complete,,6,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431298.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431301.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431321.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431368.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431202.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431208.1,,GenBank,,,,2012-09-15,,[],1701,complete,,4,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431240.1,,GenBank,,,,2012-09-15,,[],982,complete,,7,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431290.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431296.1,,GenBank,,,,2012-09-15,,[],1497,complete,,5,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431333.1,,GenBank,,,,2012-09-15,,[],838,complete,,8,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,2,2,,,,,,,,,,,,,
JQ431344.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431346.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431348.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431349.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431351.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431360.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431363.1,,GenBank,,,,2012-09-15,,[],2151,complete,,3,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
JQ431377.1,,GenBank,,,,2012-09-15,,[],2274,complete,,2,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,2,,,,,,,,,,,,,
JQ431386.1,,GenBank,,,,2012-09-15,,[],2280,complete,,1,False,Europe,France: Reunion Island,,[],,oronasopharynx,,,True,[],[],,1,1,,,,,,,,,,,,,
